# SYSID BEGIN dir=0 duty=0.250 samples=1000 dt=0.001 vbat=7.40
# enc[0]	enc[1]	gyro.z	accel.y	angular_accel	u.tra	u.rot	vbat
29	29	0.0000	0.0000	0.0000	0.250	0.000	7.40
30	30	0.0000	0.0000	0.0000	0.250	0.000	7.40
31	31	0.0000	0.0000	0.0000	0.250	0.000	7.40
32	32	0.0000	0.0000	0.0000	0.250	0.000	7.40
33	33	0.0000	0.0000	0.0000	0.250	0.000	7.40
34	34	0.0000	0.0000	0.0000	0.250	0.000	7.40
35	35	0.0000	0.0000	0.0000	0.250	0.000	7.40
36	36	0.0000	0.0000	0.0000	0.250	0.000	7.40
37	37	0.0000	0.0000	0.0000	0.250	0.000	7.40
38	38	0.0000	0.0000	0.0000	0.250	0.000	7.40
39	39	0.0000	0.0000	0.0000	0.250	0.000	7.40
41	41	0.0000	0.0000	0.0000	0.250	0.000	7.40
42	42	0.0000	0.0000	0.0000	0.250	0.000	7.40
43	43	0.0000	0.0000	0.0000	0.250	0.000	7.40
44	44	0.0000	0.0000	0.0000	0.250	0.000	7.40
45	45	0.0000	0.0000	0.0000	0.250	0.000	7.40
47	47	0.0000	0.0000	0.0000	0.250	0.000	7.40
48	48	0.0000	0.0000	0.0000	0.250	0.000	7.40
49	49	0.0000	0.0000	0.0000	0.250	0.000	7.40
50	50	0.0000	0.0000	0.0000	0.250	0.000	7.40
52	52	0.0000	0.0000	0.0000	0.250	0.000	7.40
53	53	0.0000	0.0000	0.0000	0.250	0.000	7.40
54	54	0.0000	0.0000	0.0000	0.250	0.000	7.40
56	56	0.0000	0.0000	0.0000	0.250	0.000	7.40
57	57	0.0000	0.0000	0.0000	0.250	0.000	7.40
58	58	0.0000	0.0000	0.0000	0.250	0.000	7.40
60	60	0.0000	0.0000	0.0000	0.250	0.000	7.40
61	61	0.0000	0.0000	0.0000	0.250	0.000	7.40
62	62	0.0000	0.0000	0.0000	0.250	0.000	7.40
64	64	0.0000	0.0000	0.0000	0.250	0.000	7.40
65	65	0.0000	0.0000	0.0000	0.250	0.000	7.40
67	67	0.0000	0.0000	0.0000	0.250	0.000	7.40
68	68	0.0000	0.0000	0.0000	0.250	0.000	7.40
70	70	0.0000	0.0000	0.0000	0.250	0.000	7.40
71	71	0.0000	0.0000	0.0000	0.250	0.000	7.40
72	72	0.0000	0.0000	0.0000	0.250	0.000	7.40
74	74	0.0000	0.0000	0.0000	0.250	0.000	7.40
75	75	0.0000	0.0000	0.0000	0.250	0.000	7.40
77	77	0.0000	0.0000	0.0000	0.250	0.000	7.40
78	78	0.0000	0.0000	0.0000	0.250	0.000	7.40
80	80	0.0000	0.0000	0.0000	0.250	0.000	7.40
82	82	0.0000	0.0000	0.0000	0.250	0.000	7.40
83	83	0.0000	0.0000	0.0000	0.250	0.000	7.40
85	85	0.0000	0.0000	0.0000	0.250	0.000	7.40
86	86	0.0000	0.0000	0.0000	0.250	0.000	7.40
88	88	0.0000	0.0000	0.0000	0.250	0.000	7.40
90	90	0.0000	0.0000	0.0000	0.250	0.000	7.40
91	91	0.0000	0.0000	0.0000	0.250	0.000	7.40
93	93	0.0000	0.0000	0.0000	0.250	0.000	7.40
95	95	0.0000	0.0000	0.0000	0.250	0.000	7.40
96	96	0.0000	0.0000	0.0000	0.250	0.000	7.40
98	98	0.0000	0.0000	0.0000	0.250	0.000	7.40
100	100	0.0000	0.0000	0.0000	0.250	0.000	7.40
101	101	0.0000	0.0000	0.0000	0.250	0.000	7.40
103	103	0.0000	0.0000	0.0000	0.250	0.000	7.40
105	105	0.0000	0.0000	0.0000	0.250	0.000	7.40
107	107	0.0000	0.0000	0.0000	0.250	0.000	7.40
109	109	0.0000	0.0000	0.0000	0.250	0.000	7.40
110	110	0.0000	0.0000	0.0000	0.250	0.000	7.40
112	112	0.0000	0.0000	0.0000	0.250	0.000	7.40
114	114	0.0000	0.0000	0.0000	0.250	0.000	7.40
116	116	0.0000	0.0000	0.0000	0.250	0.000	7.40
118	118	0.0000	0.0000	0.0000	0.250	0.000	7.40
120	120	0.0000	0.0000	0.0000	0.250	0.000	7.40
121	121	0.0000	0.0000	0.0000	0.250	0.000	7.40
123	123	0.0000	0.0000	0.0000	0.250	0.000	7.40
125	125	0.0000	0.0000	0.0000	0.250	0.000	7.40
127	127	0.0000	0.0000	0.0000	0.250	0.000	7.40
129	129	0.0000	0.0000	0.0000	0.250	0.000	7.40
131	131	0.0000	0.0000	0.0000	0.250	0.000	7.40
133	133	0.0000	0.0000	0.0000	0.250	0.000	7.40
135	135	0.0000	0.0000	0.0000	0.250	0.000	7.40
137	137	0.0000	0.0000	0.0000	0.250	0.000	7.40
139	139	0.0000	0.0000	0.0000	0.250	0.000	7.40
141	141	0.0000	0.0000	0.0000	0.250	0.000	7.40
143	143	0.0000	0.0000	0.0000	0.250	0.000	7.40
145	145	0.0000	0.0000	0.0000	0.250	0.000	7.40
147	147	0.0000	0.0000	0.0000	0.250	0.000	7.40
149	149	0.0000	0.0000	0.0000	0.250	0.000	7.40
151	151	0.0000	0.0000	0.0000	0.250	0.000	7.40
153	153	0.0000	0.0000	0.0000	0.250	0.000	7.40
155	155	0.0000	0.0000	0.0000	0.250	0.000	7.40
157	157	0.0000	0.0000	0.0000	0.250	0.000	7.40
159	159	0.0000	0.0000	0.0000	0.250	0.000	7.40
161	161	0.0000	0.0000	0.0000	0.250	0.000	7.40
163	163	0.0000	0.0000	0.0000	0.250	0.000	7.40
166	166	0.0000	0.0000	0.0000	0.250	0.000	7.40
168	168	0.0000	0.0000	0.0000	0.250	0.000	7.40
170	170	0.0000	0.0000	0.0000	0.250	0.000	7.40
172	172	0.0000	0.0000	0.0000	0.250	0.000	7.40
174	174	0.0000	0.0000	0.0000	0.250	0.000	7.40
177	177	0.0000	0.0000	0.0000	0.250	0.000	7.40
179	179	0.0000	0.0000	0.0000	0.250	0.000	7.40
181	181	0.0000	0.0000	0.0000	0.250	0.000	7.40
183	183	0.0000	0.0000	0.0000	0.250	0.000	7.40
185	185	0.0000	0.0000	0.0000	0.250	0.000	7.40
188	188	0.0000	0.0000	0.0000	0.250	0.000	7.40
190	190	0.0000	0.0000	0.0000	0.250	0.000	7.40
192	192	0.0000	0.0000	0.0000	0.250	0.000	7.40
195	195	0.0000	0.0000	0.0000	0.250	0.000	7.40
197	197	0.0000	0.0000	0.0000	0.250	0.000	7.40
199	199	0.0000	0.0000	0.0000	0.250	0.000	7.40
201	201	0.0000	0.0000	0.0000	0.250	0.000	7.40
204	204	0.0000	0.0000	0.0000	0.250	0.000	7.40
206	206	0.0000	0.0000	0.0000	0.250	0.000	7.40
208	208	0.0000	0.0000	0.0000	0.250	0.000	7.40
211	211	0.0000	0.0000	0.0000	0.250	0.000	7.40
213	213	0.0000	0.0000	0.0000	0.250	0.000	7.40
215	215	0.0000	0.0000	0.0000	0.250	0.000	7.40
218	218	0.0000	0.0000	0.0000	0.250	0.000	7.40
220	220	0.0000	0.0000	0.0000	0.250	0.000	7.40
223	223	0.0000	0.0000	0.0000	0.250	0.000	7.40
225	225	0.0000	0.0000	0.0000	0.250	0.000	7.40
228	228	0.0000	0.0000	0.0000	0.250	0.000	7.40
230	230	0.0000	0.0000	0.0000	0.250	0.000	7.40
233	233	0.0000	0.0000	0.0000	0.250	0.000	7.40
235	235	0.0000	0.0000	0.0000	0.250	0.000	7.40
237	237	0.0000	0.0000	0.0000	0.250	0.000	7.40
240	240	0.0000	0.0000	0.0000	0.250	0.000	7.40
242	242	0.0000	0.0000	0.0000	0.250	0.000	7.40
245	245	0.0000	0.0000	0.0000	0.250	0.000	7.40
248	248	0.0000	0.0000	0.0000	0.250	0.000	7.40
250	250	0.0000	0.0000	0.0000	0.250	0.000	7.40
253	253	0.0000	0.0000	0.0000	0.250	0.000	7.40
255	255	0.0000	0.0000	0.0000	0.250	0.000	7.40
258	258	0.0000	0.0000	0.0000	0.250	0.000	7.40
260	260	0.0000	0.0000	0.0000	0.250	0.000	7.40
263	263	0.0000	0.0000	0.0000	0.250	0.000	7.40
266	266	0.0000	0.0000	0.0000	0.250	0.000	7.40
268	268	0.0000	0.0000	0.0000	0.250	0.000	7.40
271	271	0.0000	0.0000	0.0000	0.250	0.000	7.40
273	273	0.0000	0.0000	0.0000	0.250	0.000	7.40
276	276	0.0000	0.0000	0.0000	0.250	0.000	7.40
279	279	0.0000	0.0000	0.0000	0.250	0.000	7.40
281	281	0.0000	0.0000	0.0000	0.250	0.000	7.40
284	284	0.0000	0.0000	0.0000	0.250	0.000	7.40
287	287	0.0000	0.0000	0.0000	0.250	0.000	7.40
289	289	0.0000	0.0000	0.0000	0.250	0.000	7.40
292	292	0.0000	0.0000	0.0000	0.250	0.000	7.40
295	295	0.0000	0.0000	0.0000	0.250	0.000	7.40
297	297	0.0000	0.0000	0.0000	0.250	0.000	7.40
300	300	0.0000	0.0000	0.0000	0.250	0.000	7.40
303	303	0.0000	0.0000	0.0000	0.250	0.000	7.40
306	306	0.0000	0.0000	0.0000	0.250	0.000	7.40
308	308	0.0000	0.0000	0.0000	0.250	0.000	7.40
311	311	0.0000	0.0000	0.0000	0.250	0.000	7.40
314	314	0.0000	0.0000	0.0000	0.250	0.000	7.40
317	317	0.0000	0.0000	0.0000	0.250	0.000	7.40
320	320	0.0000	0.0000	0.0000	0.250	0.000	7.40
322	322	0.0000	0.0000	0.0000	0.250	0.000	7.40
325	325	0.0000	0.0000	0.0000	0.250	0.000	7.40
328	328	0.0000	0.0000	0.0000	0.250	0.000	7.40
331	331	0.0000	0.0000	0.0000	0.250	0.000	7.40
334	334	0.0000	0.0000	0.0000	0.250	0.000	7.40
337	337	0.0000	0.0000	0.0000	0.250	0.000	7.40
339	339	0.0000	0.0000	0.0000	0.250	0.000	7.40
342	342	0.0000	0.0000	0.0000	0.250	0.000	7.40
345	345	0.0000	0.0000	0.0000	0.250	0.000	7.40
348	348	0.0000	0.0000	0.0000	0.250	0.000	7.40
351	351	0.0000	0.0000	0.0000	0.250	0.000	7.40
354	354	0.0000	0.0000	0.0000	0.250	0.000	7.40
357	357	0.0000	0.0000	0.0000	0.250	0.000	7.40
360	360	0.0000	0.0000	0.0000	0.250	0.000	7.40
363	363	0.0000	0.0000	0.0000	0.250	0.000	7.40
366	366	0.0000	0.0000	0.0000	0.250	0.000	7.40
369	369	0.0000	0.0000	0.0000	0.250	0.000	7.40
371	371	0.0000	0.0000	0.0000	0.250	0.000	7.40
374	374	0.0000	0.0000	0.0000	0.250	0.000	7.40
377	377	0.0000	0.0000	0.0000	0.250	0.000	7.40
380	380	0.0000	0.0000	0.0000	0.250	0.000	7.40
383	383	0.0000	0.0000	0.0000	0.250	0.000	7.40
386	386	0.0000	0.0000	0.0000	0.250	0.000	7.40
389	389	0.0000	0.0000	0.0000	0.250	0.000	7.40
392	392	0.0000	0.0000	0.0000	0.250	0.000	7.40
395	395	0.0000	0.0000	0.0000	0.250	0.000	7.40
398	398	0.0000	0.0000	0.0000	0.250	0.000	7.40
401	401	0.0000	0.0000	0.0000	0.250	0.000	7.40
405	405	0.0000	0.0000	0.0000	0.250	0.000	7.40
408	408	0.0000	0.0000	0.0000	0.250	0.000	7.40
411	411	0.0000	0.0000	0.0000	0.250	0.000	7.40
414	414	0.0000	0.0000	0.0000	0.250	0.000	7.40
417	417	0.0000	0.0000	0.0000	0.250	0.000	7.40
420	420	0.0000	0.0000	0.0000	0.250	0.000	7.40
423	423	0.0000	0.0000	0.0000	0.250	0.000	7.40
426	426	0.0000	0.0000	0.0000	0.250	0.000	7.40
429	429	0.0000	0.0000	0.0000	0.250	0.000	7.40
432	432	0.0000	0.0000	0.0000	0.250	0.000	7.40
435	435	0.0000	0.0000	0.0000	0.250	0.000	7.40
439	439	0.0000	0.0000	0.0000	0.250	0.000	7.40
442	442	0.0000	0.0000	0.0000	0.250	0.000	7.40
445	445	0.0000	0.0000	0.0000	0.250	0.000	7.40
448	448	0.0000	0.0000	0.0000	0.250	0.000	7.40
451	451	0.0000	0.0000	0.0000	0.250	0.000	7.40
455	455	0.0000	0.0000	0.0000	0.250	0.000	7.40
458	458	0.0000	0.0000	0.0000	0.250	0.000	7.40
461	461	0.0000	0.0000	0.0000	0.250	0.000	7.40
464	464	0.0000	0.0000	0.0000	0.250	0.000	7.40
467	467	0.0000	0.0000	0.0000	0.250	0.000	7.40
471	471	0.0000	0.0000	0.0000	0.250	0.000	7.40
474	474	0.0000	0.0000	0.0000	0.250	0.000	7.40
477	477	0.0000	0.0000	0.0000	0.250	0.000	7.40
480	480	0.0000	0.0000	0.0000	0.250	0.000	7.40
484	484	0.0000	0.0000	0.0000	0.250	0.000	7.40
487	487	0.0000	0.0000	0.0000	0.250	0.000	7.40
490	490	0.0000	0.0000	0.0000	0.250	0.000	7.40
493	493	0.0000	0.0000	0.0000	0.250	0.000	7.40
497	497	0.0000	0.0000	0.0000	0.250	0.000	7.40
500	500	0.0000	0.0000	0.0000	0.250	0.000	7.40
503	503	0.0000	0.0000	0.0000	0.250	0.000	7.40
507	507	0.0000	0.0000	0.0000	0.250	0.000	7.40
510	510	0.0000	0.0000	0.0000	0.250	0.000	7.40
513	513	0.0000	0.0000	0.0000	0.250	0.000	7.40
517	517	0.0000	0.0000	0.0000	0.250	0.000	7.40
520	520	0.0000	0.0000	0.0000	0.250	0.000	7.40
523	523	0.0000	0.0000	0.0000	0.250	0.000	7.40
527	527	0.0000	0.0000	0.0000	0.250	0.000	7.40
530	530	0.0000	0.0000	0.0000	0.250	0.000	7.40
533	533	0.0000	0.0000	0.0000	0.250	0.000	7.40
537	537	0.0000	0.0000	0.0000	0.250	0.000	7.40
540	540	0.0000	0.0000	0.0000	0.250	0.000	7.40
544	544	0.0000	0.0000	0.0000	0.250	0.000	7.40
547	547	0.0000	0.0000	0.0000	0.250	0.000	7.40
551	551	0.0000	0.0000	0.0000	0.250	0.000	7.40
554	554	0.0000	0.0000	0.0000	0.250	0.000	7.40
557	557	0.0000	0.0000	0.0000	0.250	0.000	7.40
561	561	0.0000	0.0000	0.0000	0.250	0.000	7.40
564	564	0.0000	0.0000	0.0000	0.250	0.000	7.40
568	568	0.0000	0.0000	0.0000	0.250	0.000	7.40
571	571	0.0000	0.0000	0.0000	0.250	0.000	7.40
575	575	0.0000	0.0000	0.0000	0.250	0.000	7.40
578	578	0.0000	0.0000	0.0000	0.250	0.000	7.40
582	582	0.0000	0.0000	0.0000	0.250	0.000	7.40
585	585	0.0000	0.0000	0.0000	0.250	0.000	7.40
589	589	0.0000	0.0000	0.0000	0.250	0.000	7.40
592	592	0.0000	0.0000	0.0000	0.250	0.000	7.40
596	596	0.0000	0.0000	0.0000	0.250	0.000	7.40
599	599	0.0000	0.0000	0.0000	0.250	0.000	7.40
603	603	0.0000	0.0000	0.0000	0.250	0.000	7.40
606	606	0.0000	0.0000	0.0000	0.250	0.000	7.40
610	610	0.0000	0.0000	0.0000	0.250	0.000	7.40
613	613	0.0000	0.0000	0.0000	0.250	0.000	7.40
617	617	0.0000	0.0000	0.0000	0.250	0.000	7.40
620	620	0.0000	0.0000	0.0000	0.250	0.000	7.40
624	624	0.0000	0.0000	0.0000	0.250	0.000	7.40
627	627	0.0000	0.0000	0.0000	0.250	0.000	7.40
631	631	0.0000	0.0000	0.0000	0.250	0.000	7.40
634	634	0.0000	0.0000	0.0000	0.250	0.000	7.40
638	638	0.0000	0.0000	0.0000	0.250	0.000	7.40
642	642	0.0000	0.0000	0.0000	0.250	0.000	7.40
645	645	0.0000	0.0000	0.0000	0.250	0.000	7.40
649	649	0.0000	0.0000	0.0000	0.250	0.000	7.40
653	653	0.0000	0.0000	0.0000	0.250	0.000	7.40
656	656	0.0000	0.0000	0.0000	0.250	0.000	7.40
660	660	0.0000	0.0000	0.0000	0.250	0.000	7.40
663	663	0.0000	0.0000	0.0000	0.250	0.000	7.40
667	667	0.0000	0.0000	0.0000	0.250	0.000	7.40
671	671	0.0000	0.0000	0.0000	0.250	0.000	7.40
674	674	0.0000	0.0000	0.0000	0.250	0.000	7.40
678	678	0.0000	0.0000	0.0000	0.250	0.000	7.40
682	682	0.0000	0.0000	0.0000	0.250	0.000	7.40
685	685	0.0000	0.0000	0.0000	0.250	0.000	7.40
689	689	0.0000	0.0000	0.0000	0.250	0.000	7.40
693	693	0.0000	0.0000	0.0000	0.250	0.000	7.40
696	696	0.0000	0.0000	0.0000	0.250	0.000	7.40
700	700	0.0000	0.0000	0.0000	0.250	0.000	7.40
704	704	0.0000	0.0000	0.0000	0.250	0.000	7.40
708	708	0.0000	0.0000	0.0000	0.250	0.000	7.40
711	711	0.0000	0.0000	0.0000	0.250	0.000	7.40
715	715	0.0000	0.0000	0.0000	0.250	0.000	7.40
719	719	0.0000	0.0000	0.0000	0.250	0.000	7.40
723	723	0.0000	0.0000	0.0000	0.250	0.000	7.40
726	726	0.0000	0.0000	0.0000	0.250	0.000	7.40
730	730	0.0000	0.0000	0.0000	0.250	0.000	7.40
734	734	0.0000	0.0000	0.0000	0.250	0.000	7.40
738	738	0.0000	0.0000	0.0000	0.250	0.000	7.40
741	741	0.0000	0.0000	0.0000	0.250	0.000	7.40
745	745	0.0000	0.0000	0.0000	0.250	0.000	7.40
749	749	0.0000	0.0000	0.0000	0.250	0.000	7.40
753	753	0.0000	0.0000	0.0000	0.250	0.000	7.40
757	757	0.0000	0.0000	0.0000	0.250	0.000	7.40
760	760	0.0000	0.0000	0.0000	0.250	0.000	7.40
764	764	0.0000	0.0000	0.0000	0.250	0.000	7.40
768	768	0.0000	0.0000	0.0000	0.250	0.000	7.40
772	772	0.0000	0.0000	0.0000	0.250	0.000	7.40
776	776	0.0000	0.0000	0.0000	0.250	0.000	7.40
780	780	0.0000	0.0000	0.0000	0.250	0.000	7.40
783	783	0.0000	0.0000	0.0000	0.250	0.000	7.40
787	787	0.0000	0.0000	0.0000	0.250	0.000	7.40
791	791	0.0000	0.0000	0.0000	0.250	0.000	7.40
795	795	0.0000	0.0000	0.0000	0.250	0.000	7.40
799	799	0.0000	0.0000	0.0000	0.250	0.000	7.40
803	803	0.0000	0.0000	0.0000	0.250	0.000	7.40
807	807	0.0000	0.0000	0.0000	0.250	0.000	7.40
811	811	0.0000	0.0000	0.0000	0.250	0.000	7.40
814	814	0.0000	0.0000	0.0000	0.250	0.000	7.40
818	818	0.0000	0.0000	0.0000	0.250	0.000	7.40
822	822	0.0000	0.0000	0.0000	0.250	0.000	7.40
826	826	0.0000	0.0000	0.0000	0.250	0.000	7.40
830	830	0.0000	0.0000	0.0000	0.250	0.000	7.40
834	834	0.0000	0.0000	0.0000	0.250	0.000	7.40
838	838	0.0000	0.0000	0.0000	0.250	0.000	7.40
842	842	0.0000	0.0000	0.0000	0.250	0.000	7.40
846	846	0.0000	0.0000	0.0000	0.250	0.000	7.40
850	850	0.0000	0.0000	0.0000	0.250	0.000	7.40
854	854	0.0000	0.0000	0.0000	0.250	0.000	7.40
858	858	0.0000	0.0000	0.0000	0.250	0.000	7.40
861	861	0.0000	0.0000	0.0000	0.250	0.000	7.40
865	865	0.0000	0.0000	0.0000	0.250	0.000	7.40
869	869	0.0000	0.0000	0.0000	0.250	0.000	7.40
873	873	0.0000	0.0000	0.0000	0.250	0.000	7.40
877	877	0.0000	0.0000	0.0000	0.250	0.000	7.40
881	881	0.0000	0.0000	0.0000	0.250	0.000	7.40
885	885	0.0000	0.0000	0.0000	0.250	0.000	7.40
889	889	0.0000	0.0000	0.0000	0.250	0.000	7.40
893	893	0.0000	0.0000	0.0000	0.250	0.000	7.40
897	897	0.0000	0.0000	0.0000	0.250	0.000	7.40
901	901	0.0000	0.0000	0.0000	0.250	0.000	7.40
905	905	0.0000	0.0000	0.0000	0.250	0.000	7.40
909	909	0.0000	0.0000	0.0000	0.250	0.000	7.40
913	913	0.0000	0.0000	0.0000	0.250	0.000	7.40
917	917	0.0000	0.0000	0.0000	0.250	0.000	7.40
921	921	0.0000	0.0000	0.0000	0.250	0.000	7.40
926	926	0.0000	0.0000	0.0000	0.250	0.000	7.40
930	930	0.0000	0.0000	0.0000	0.250	0.000	7.40
934	934	0.0000	0.0000	0.0000	0.250	0.000	7.40
938	938	0.0000	0.0000	0.0000	0.250	0.000	7.40
942	942	0.0000	0.0000	0.0000	0.250	0.000	7.40
946	946	0.0000	0.0000	0.0000	0.250	0.000	7.40
950	950	0.0000	0.0000	0.0000	0.250	0.000	7.40
954	954	0.0000	0.0000	0.0000	0.250	0.000	7.40
958	958	0.0000	0.0000	0.0000	0.250	0.000	7.40
962	962	0.0000	0.0000	0.0000	0.250	0.000	7.40
966	966	0.0000	0.0000	0.0000	0.250	0.000	7.40
971	971	0.0000	0.0000	0.0000	0.250	0.000	7.40
975	975	0.0000	0.0000	0.0000	0.250	0.000	7.40
979	979	0.0000	0.0000	0.0000	0.250	0.000	7.40
983	983	0.0000	0.0000	0.0000	0.250	0.000	7.40
987	987	0.0000	0.0000	0.0000	0.250	0.000	7.40
991	991	0.0000	0.0000	0.0000	0.250	0.000	7.40
995	995	0.0000	0.0000	0.0000	0.250	0.000	7.40
999	999	0.0000	0.0000	0.0000	0.250	0.000	7.40
1004	1004	0.0000	0.0000	0.0000	0.250	0.000	7.40
1008	1008	0.0000	0.0000	0.0000	0.250	0.000	7.40
1012	1012	0.0000	0.0000	0.0000	0.250	0.000	7.40
1016	1016	0.0000	0.0000	0.0000	0.250	0.000	7.40
1020	1020	0.0000	0.0000	0.0000	0.250	0.000	7.40
1024	1024	0.0000	0.0000	0.0000	0.250	0.000	7.40
1028	1028	0.0000	0.0000	0.0000	0.250	0.000	7.40
1033	1033	0.0000	0.0000	0.0000	0.250	0.000	7.40
1037	1037	0.0000	0.0000	0.0000	0.250	0.000	7.40
1041	1041	0.0000	0.0000	0.0000	0.250	0.000	7.40
1045	1045	0.0000	0.0000	0.0000	0.250	0.000	7.40
1049	1049	0.0000	0.0000	0.0000	0.250	0.000	7.40
1054	1054	0.0000	0.0000	0.0000	0.250	0.000	7.40
1058	1058	0.0000	0.0000	0.0000	0.250	0.000	7.40
1062	1062	0.0000	0.0000	0.0000	0.250	0.000	7.40
1066	1066	0.0000	0.0000	0.0000	0.250	0.000	7.40
1071	1071	0.0000	0.0000	0.0000	0.250	0.000	7.40
1075	1075	0.0000	0.0000	0.0000	0.250	0.000	7.40
1079	1079	0.0000	0.0000	0.0000	0.250	0.000	7.40
1083	1083	0.0000	0.0000	0.0000	0.250	0.000	7.40
1087	1087	0.0000	0.0000	0.0000	0.250	0.000	7.40
1092	1092	0.0000	0.0000	0.0000	0.250	0.000	7.40
1096	1096	0.0000	0.0000	0.0000	0.250	0.000	7.40
1100	1100	0.0000	0.0000	0.0000	0.250	0.000	7.40
1105	1105	0.0000	0.0000	0.0000	0.250	0.000	7.40
1109	1109	0.0000	0.0000	0.0000	0.250	0.000	7.40
1113	1113	0.0000	0.0000	0.0000	0.250	0.000	7.40
1117	1117	0.0000	0.0000	0.0000	0.250	0.000	7.40
1122	1122	0.0000	0.0000	0.0000	0.250	0.000	7.40
1126	1126	0.0000	0.0000	0.0000	0.250	0.000	7.40
1130	1130	0.0000	0.0000	0.0000	0.250	0.000	7.40
1134	1134	0.0000	0.0000	0.0000	0.250	0.000	7.40
1139	1139	0.0000	0.0000	0.0000	0.250	0.000	7.40
1143	1143	0.0000	0.0000	0.0000	0.250	0.000	7.40
1147	1147	0.0000	0.0000	0.0000	0.250	0.000	7.40
1152	1152	0.0000	0.0000	0.0000	0.250	0.000	7.40
1156	1156	0.0000	0.0000	0.0000	0.250	0.000	7.40
1160	1160	0.0000	0.0000	0.0000	0.250	0.000	7.40
1165	1165	0.0000	0.0000	0.0000	0.250	0.000	7.40
1169	1169	0.0000	0.0000	0.0000	0.250	0.000	7.40
1173	1173	0.0000	0.0000	0.0000	0.250	0.000	7.40
1178	1178	0.0000	0.0000	0.0000	0.250	0.000	7.40
1182	1182	0.0000	0.0000	0.0000	0.250	0.000	7.40
1186	1186	0.0000	0.0000	0.0000	0.250	0.000	7.40
1191	1191	0.0000	0.0000	0.0000	0.250	0.000	7.40
