# SYSID BEGIN dir=0 duty=0.300 samples=1000 dt=0.001 vbat=7.63
# enc[0]	enc[1]	gyro.z	accel.y	angular_accel	u.tra	u.rot	vbat
13.5800	13.2200	-0.036400	7001.4900	67.0500	0.300	0.000	7.63
14.0600	13.7800	-0.005500	7001.4900	30.8600	0.300	0.000	7.63
14.5200	14.3600	-0.064100	7001.4900	-58.5300	0.300	0.000	7.63
14.9800	14.9400	-0.151300	7001.4900	-87.2700	0.300	0.000	7.63
15.4700	15.5100	-0.195000	7001.4900	-43.6300	0.300	0.000	7.63
15.9900	16.1300	-0.195000	7001.4900	0.0000	0.300	0.000	7.63
16.4900	16.7100	-0.191800	7611.4100	3.1900	0.300	0.000	7.63
16.9700	17.3300	-0.174700	7611.4100	17.0300	0.300	0.000	7.63
17.4900	17.9900	-0.206700	7611.4100	-31.9300	0.300	0.000	7.63
18.0500	18.6100	-0.267300	7611.4100	-60.6600	0.300	0.000	7.63
18.6100	19.2200	-0.279000	7611.4100	-11.7100	0.300	0.000	7.63
19.2000	19.8800	-0.279000	7611.4100	0.0000	0.300	0.000	7.63
19.8200	20.5600	-0.201400	7611.4100	77.6900	0.300	0.000	7.63
20.4000	21.2000	-0.087500	7611.4100	113.8700	0.300	0.000	7.63
20.9600	21.8400	-0.060900	7611.4100	26.6100	0.300	0.000	7.63
21.5200	22.5300	-0.158800	7022.4400	-97.9100	0.300	0.000	7.63
22.1200	23.1900	-0.272700	7022.4400	-113.8700	0.300	0.000	7.63
22.7100	23.7900	-0.272700	7022.4400	0.0000	0.300	0.000	7.63
23.3700	24.4500	-0.287600	7022.4400	-14.9000	0.300	0.000	7.63
24.0700	25.1100	-0.188600	7022.4400	98.9700	0.300	0.000	7.63
24.7300	25.8000	-0.105600	7022.4400	83.0100	0.300	0.000	7.63
25.4100	26.5600	-0.114100	7022.4400	-8.5100	0.300	0.000	7.63
26.0800	27.3200	-0.188600	7022.4400	-74.5000	0.300	0.000	7.63
26.7400	28.0200	-0.188600	7022.4400	0.0000	0.300	0.000	7.63
27.4400	28.7000	-0.304600	7022.4400	-116.0000	0.300	0.000	7.63
28.1800	29.3700	-0.339700	6325.7300	-35.1200	0.300	0.000	7.63
28.9200	30.0500	-0.297100	6325.7300	42.5700	0.300	0.000	7.63
29.6100	30.7300	-0.248200	6325.7300	48.9500	0.300	0.000	7.63
30.2900	31.3900	-0.207700	6325.7300	40.4400	0.300	0.000	7.63
30.9900	32.0700	-0.207700	6325.7300	0.0000	0.300	0.000	7.63
31.7500	32.7400	-0.192800	6325.7300	14.9000	0.300	0.000	7.63
32.5400	33.4000	-0.174700	6325.7300	18.0900	0.300	0.000	7.63
33.3600	34.1000	-0.117300	6325.7300	57.4700	0.300	0.000	7.63
34.1400	34.7800	-0.019400	6325.7300	97.9100	0.300	0.000	7.63
34.9000	35.4000	0.022100	6949.4200	41.5000	0.300	0.000	7.63
35.6800	36.0300	0.022100	6949.4200	0.0000	0.300	0.000	7.63
36.4500	36.7100	-0.018300	6949.4200	-40.4400	0.300	0.000	7.63
37.2700	37.4100	-0.104500	6949.4200	-86.2000	0.300	0.000	7.63
38.0700	38.1300	-0.177900	6949.4200	-73.4300	0.300	0.000	7.63
38.8700	38.8500	-0.192800	6949.4200	-14.9000	0.300	0.000	7.63
39.6600	39.6200	-0.181100	6949.4200	11.7100	0.300	0.000	7.63
40.4600	40.3600	-0.181100	6949.4200	0.0000	0.300	0.000	7.63
41.2800	41.0800	-0.146000	6949.4200	35.1200	0.300	0.000	7.63
42.0800	41.8400	-0.130100	6949.4200	15.9600	0.300	0.000	7.63
42.9100	42.6400	-0.140700	6276.6500	-10.6400	0.300	0.000	7.63
43.7300	43.4500	-0.179000	6276.6500	-38.3100	0.300	0.000	7.63
44.5700	44.2500	-0.179000	6276.6500	0.0000	0.300	0.000	7.63
45.3900	45.0500	-0.186500	6276.6500	-7.4500	0.300	0.000	7.63
46.2100	45.8500	-0.132200	6276.6500	54.2800	0.300	0.000	7.63
47.0400	46.6400	-0.100300	6276.6500	31.9300	0.300	0.000	7.63
47.9200	47.5000	-0.139600	6276.6500	-39.3800	0.300	0.000	7.63
48.7800	48.3800	-0.247100	6276.6500	-107.4900	0.300	0.000	7.63
49.6400	49.3400	-0.247100	6276.6500	0.0000	0.300	0.000	7.63
50.4700	50.3100	-0.361000	6276.6500	-113.8700	0.300	0.000	7.63
51.3300	51.3100	-0.431200	5861.2500	-70.2400	0.300	0.000	7.63
52.1900	52.3100	-0.450400	5861.2500	-19.1600	0.300	0.000	7.63
53.0500	53.3600	-0.428000	5861.2500	22.3500	0.300	0.000	7.63
53.9400	54.3800	-0.361000	5861.2500	67.0500	0.300	0.000	7.63
54.8000	55.4000	-0.361000	5861.2500	0.0000	0.300	0.000	7.63
55.6800	56.4000	-0.276900	5861.2500	84.0700	0.300	0.000	7.63
56.5700	57.4100	-0.185400	5861.2500	91.5200	0.300	0.000	7.63
57.4500	58.4100	-0.075800	5861.2500	109.6200	0.300	0.000	7.63
58.3300	59.4500	0.060400	5861.2500	136.2200	0.300	0.000	7.63
59.2300	60.5000	0.172200	6212.0000	111.7400	0.300	0.000	7.63
60.1000	61.5800	0.172200	6212.0000	0.0000	0.300	0.000	7.63
61.0000	62.6800	0.176400	6212.0000	4.2600	0.300	0.000	7.63
61.9000	63.7900	0.065800	6212.0000	-110.6800	0.300	0.000	7.63
62.8200	64.9300	-0.088500	6212.0000	-154.3100	0.300	0.000	7.63
63.7500	66.1100	-0.180100	6212.0000	-91.5200	0.300	0.000	7.63
64.7100	67.2800	-0.237500	6212.0000	-57.4700	0.300	0.000	7.63
65.6700	68.4600	-0.237500	6212.0000	0.0000	0.300	0.000	7.63
66.6500	69.6200	-0.314200	6212.0000	-76.6200	0.300	0.000	7.63
67.6200	70.6700	-0.372700	6212.0000	-58.5300	0.300	0.000	7.63
68.6000	71.7100	-0.389700	5043.0300	-17.0300	0.300	0.000	7.63
69.5800	72.7700	-0.345000	5043.0300	44.7000	0.300	0.000	7.63
70.5700	73.7800	-0.285400	5043.0300	59.6000	0.300	0.000	7.63
71.5700	74.7800	-0.285400	5043.0300	0.0000	0.300	0.000	7.63
72.5700	75.7200	-0.243900	5043.0300	41.5000	0.300	0.000	7.63
73.5900	76.6400	-0.184300	5043.0300	59.6000	0.300	0.000	7.63
74.6200	77.5100	-0.101300	5043.0300	83.0100	0.300	0.000	7.63
75.6600	78.4300	-0.048100	5043.0300	53.2100	0.300	0.000	7.63
76.6800	79.3500	-0.051300	5043.0300	-3.1900	0.300	0.000	7.63
77.6900	80.2900	-0.051300	5043.0300	0.0000	0.300	0.000	7.63
78.7100	81.2200	-0.079000	4984.3800	-27.6700	0.300	0.000	7.63
79.7300	82.1600	-0.071500	4984.3800	7.4500	0.300	0.000	7.63
80.7600	83.1000	-0.068300	4984.3800	3.1900	0.300	0.000	7.63
81.8000	84.0700	-0.133200	4984.3800	-64.9200	0.300	0.000	7.63
82.8200	85.0500	-0.215200	4984.3800	-81.9500	0.300	0.000	7.63
83.8400	86.0100	-0.215200	4984.3800	0.0000	0.300	0.000	7.63
84.8500	86.9900	-0.262000	4984.3800	-46.8300	0.300	0.000	7.63
85.8700	87.9400	-0.283300	4984.3800	-21.2800	0.300	0.000	7.63
86.8900	88.9000	-0.304600	4984.3800	-21.2800	0.300	0.000	7.63
87.9200	89.8800	-0.346100	4769.5000	-41.5000	0.300	0.000	7.63
88.9400	90.9100	-0.379100	4769.5000	-32.9900	0.300	0.000	7.63
89.9400	91.9300	-0.379100	4769.5000	0.0000	0.300	0.000	7.63
90.9500	92.9500	-0.369500	4769.5000	9.5800	0.300	0.000	7.63
91.9500	94.0300	-0.346100	4769.5000	23.4100	0.300	0.000	7.63
92.9500	95.1000	-0.329100	4769.5000	17.0300	0.300	0.000	7.63
93.9500	96.2200	-0.295000	4769.5000	34.0600	0.300	0.000	7.63
95.0000	97.4000	-0.251400	4769.5000	43.6300	0.300	0.000	7.63
96.0800	98.5900	-0.251400	4769.5000	0.0000	0.300	0.000	7.63
97.1600	99.8100	-0.172600	4769.5000	78.7500	0.300	0.000	7.63
98.2500	101.0400	-0.047000	4843.1200	125.5800	0.300	0.000	7.63
99.3700	102.2600	0.091300	4843.1200	138.3500	0.300	0.000	7.63
100.4700	103.4800	0.196700	4843.1200	105.3600	0.300	0.000	7.63
101.5800	104.7300	0.175400	4843.1200	-21.2800	0.300	0.000	7.63
102.7000	106.0100	0.175400	4843.1200	0.0000	0.300	0.000	7.63
103.8400	107.2900	0.007200	4843.1200	-168.1500	0.300	0.000	7.63
104.9700	108.5000	-0.165200	4843.1200	-172.4000	0.300	0.000	7.63
106.1100	109.6800	-0.175800	4843.1200	-10.6400	0.300	0.000	7.63
107.2700	110.8600	-0.029000	4843.1200	146.8600	0.300	0.000	7.63
108.4800	111.9900	-0.029000	4843.1200	0.0000	0.300	0.000	7.63
109.6800	113.0900	0.134900	6661.5100	163.8900	0.300	0.000	7.63
110.9000	114.1100	0.205200	6661.5100	70.2400	0.300	0.000	7.63
112.1300	115.1200	0.222200	6661.5100	17.0300	0.300	0.000	7.63
113.3700	116.0800	0.264800	6661.5100	42.5700	0.300	0.000	7.63
114.6700	117.0600	0.304200	6661.5100	39.3800	0.300	0.000	7.63
116.0000	118.0800	0.304200	6661.5100	0.0000	0.300	0.000	7.63
117.3600	119.1500	0.238200	6661.5100	-65.9800	0.300	0.000	7.63
118.7300	120.2700	0.130700	6661.5100	-107.4900	0.300	0.000	7.63
120.1500	121.4100	0.128600	6661.5100	-2.1300	0.300	0.000	7.63
121.5600	122.5600	0.215800	5257.3100	87.2700	0.300	0.000	7.63
123.0000	123.7600	0.290300	5257.3100	74.5000	0.300	0.000	7.63
124.4800	125.0500	0.290300	5257.3100	0.0000	0.300	0.000	7.63
125.9500	126.4300	0.295600	5257.3100	5.3200	0.300	0.000	7.63
127.4300	127.9100	0.263700	5257.3100	-31.9300	0.300	0.000	7.63
128.9200	129.4000	0.247700	5257.3100	-15.9600	0.300	0.000	7.63
130.4600	130.9600	0.242400	5257.3100	-5.3200	0.300	0.000	7.63
132.0300	132.5100	0.282900	5257.3100	40.4400	0.300	0.000	7.63
133.5700	134.0500	0.282900	5257.3100	0.0000	0.300	0.000	7.63
135.0900	135.6200	0.411600	5257.3100	128.7700	0.300	0.000	7.63
136.5600	137.1800	0.621300	1849.7700	209.6500	0.300	0.000	7.63
137.9600	138.6500	0.865000	1849.7700	243.7100	0.300	0.000	7.63
139.3300	140.2100	0.952300	1849.7700	87.2700	0.300	0.000	7.63
140.6700	141.7900	0.791600	1849.7700	-160.7000	0.300	0.000	7.63
141.9300	143.3600	0.791600	1849.7700	0.0000	0.300	0.000	7.63
143.2000	144.9200	0.411600	1849.7700	-379.9300	0.300	0.000	7.63
144.4600	146.4700	-0.027900	1849.7700	-439.5200	0.300	0.000	7.63
145.7100	148.0500	-0.159900	1849.7700	-131.9600	0.300	0.000	7.63
146.9900	149.6200	0.029600	1849.7700	189.4300	0.300	0.000	7.63
148.3100	151.1600	0.247700	3551.4500	218.1700	0.300	0.000	7.63
149.7000	152.6900	0.247700	3551.4500	0.0000	0.300	0.000	7.63
151.1400	154.1700	0.396700	3551.4500	148.9900	0.300	0.000	7.63
152.5700	155.6100	0.527600	3551.4500	130.9000	0.300	0.000	7.63
153.9500	156.9800	0.616000	3551.4500	88.3300	0.300	0.000	7.63
155.3100	158.3200	0.629800	3551.4500	13.8300	0.300	0.000	7.63
156.6800	159.6100	0.566000	3551.4500	-63.8500	0.300	0.000	7.63
158.0800	160.7900	0.566000	3551.4500	0.0000	0.300	0.000	7.63
159.4700	161.9300	0.419100	3551.4500	-146.8600	0.300	0.000	7.63
160.9100	163.0800	0.271200	3551.4500	-147.9300	0.300	0.000	7.63
162.3700	164.3400	0.221100	2146.0500	-50.0200	0.300	0.000	7.63
163.7800	165.6000	0.230700	2146.0500	9.5800	0.300	0.000	7.63
165.2200	166.9300	0.217900	2146.0500	-12.7700	0.300	0.000	7.63
166.6100	168.3300	0.217900	2146.0500	0.0000	0.300	0.000	7.63
168.0100	169.7400	0.171100	2146.0500	-46.8300	0.300	0.000	7.63
169.3900	171.1400	0.086000	2146.0500	-85.1400	0.300	0.000	7.63
170.7200	172.5200	0.008300	2146.0500	-77.6900	0.300	0.000	7.63
172.0600	173.9100	-0.006600	2146.0500	-14.9000	0.300	0.000	7.63
173.3700	175.3300	0.044500	2146.0500	51.0800	0.300	0.000	7.63
174.6900	176.8000	0.044500	2146.0500	0.0000	0.300	0.000	7.63
176.0100	178.3000	0.114700	2062.8500	70.2400	0.300	0.000	7.63
177.3600	179.8300	0.123200	2062.8500	8.5100	0.300	0.000	7.63
178.7200	181.4100	0.092400	2062.8500	-30.8600	0.300	0.000	7.63
180.0900	183.0300	0.115800	2062.8500	23.4100	0.300	0.000	7.63
181.5100	184.6200	0.178600	2062.8500	62.7900	0.300	0.000	7.63
182.9500	186.2200	0.178600	2062.8500	0.0000	0.300	0.000	7.63
184.4400	187.8900	0.162600	2062.8500	-15.9600	0.300	0.000	7.63
185.9600	189.5300	0.170100	2062.8500	7.4500	0.300	0.000	7.63
187.4500	191.1400	0.340300	2062.8500	170.2800	0.300	0.000	7.63
188.9700	192.7000	0.554200	3631.0500	213.9100	0.300	0.000	7.63
190.5000	194.1900	0.638300	3631.0500	84.0700	0.300	0.000	7.63
192.0200	195.5900	0.638300	3631.0500	0.0000	0.300	0.000	7.63
193.5300	196.9200	0.611700	3631.0500	-26.6100	0.300	0.000	7.63
195.0300	198.2000	0.639400	3631.0500	27.6700	0.300	0.000	7.63
196.5700	199.4200	0.683000	3631.0500	43.6300	0.300	0.000	7.63
198.1200	200.5900	0.656400	3631.0500	-26.6100	0.300	0.000	7.63
199.7200	201.7900	0.673400	3631.0500	17.0300	0.300	0.000	7.63
201.3500	203.0300	0.673400	3631.0500	0.0000	0.300	0.000	7.63
203.0100	204.3000	0.706400	3631.0500	32.9900	0.300	0.000	7.63
204.6600	205.7000	0.622400	4151.1900	-84.0700	0.300	0.000	7.63
206.3200	207.2700	0.461700	4151.1900	-160.7000	0.300	0.000	7.63
207.9700	209.0900	0.277500	4151.1900	-184.1100	0.300	0.000	7.63
209.6100	210.9600	0.277500	4151.1900	0.0000	0.300	0.000	7.63
211.2800	212.8600	0.091300	4151.1900	-186.2400	0.300	0.000	7.63
212.9400	214.7500	-0.022600	4151.1900	-113.8700	0.300	0.000	7.63
214.5300	216.5700	0.001900	4151.1900	24.4800	0.300	0.000	7.63
216.1300	218.4400	0.089200	4151.1900	87.2700	0.300	0.000	7.63
217.7000	220.3200	0.175400	4151.1900	86.2000	0.300	0.000	7.63
219.2600	222.2100	0.175400	4151.1900	0.0000	0.300	0.000	7.63
220.8900	224.1100	0.271200	1523.5600	95.7800	0.300	0.000	7.63
222.5100	225.9400	0.308400	1523.5600	37.2500	0.300	0.000	7.63
224.0300	227.8100	0.254100	1523.5600	-54.2800	0.300	0.000	7.63
225.5400	229.7300	0.240300	1523.5600	-13.8300	0.300	0.000	7.63
227.0600	231.6200	0.274400	1523.5600	34.0600	0.300	0.000	7.63
228.5700	233.5200	0.274400	1523.5600	0.0000	0.300	0.000	7.63
230.1700	235.3700	0.293500	1523.5600	19.1600	0.300	0.000	7.63
231.8000	237.1300	0.380800	1523.5600	87.2700	0.300	0.000	7.63
233.4200	238.7400	0.486100	1523.5600	105.3600	0.300	0.000	7.63
235.0500	240.2000	0.535100	2644.6400	48.9500	0.300	0.000	7.63
236.6700	241.5500	0.692600	2644.6400	157.5100	0.300	0.000	7.63
238.2600	242.8700	0.692600	2644.6400	0.0000	0.300	0.000	7.63
239.8600	244.2500	0.908600	2644.6400	216.0400	0.300	0.000	7.63
241.4100	245.6000	0.889500	2644.6400	-19.1600	0.300	0.000	7.63
243.0100	246.9000	0.655300	2644.6400	-234.1300	0.300	0.000	7.63
244.6500	248.2300	0.429700	2644.6400	-225.6200	0.300	0.000	7.63
246.2800	249.6500	0.386100	2644.6400	-43.6300	0.300	0.000	7.63
247.9000	251.1700	0.386100	2644.6400	0.0000	0.300	0.000	7.63
249.4900	252.7800	0.445700	2644.6400	59.6000	0.300	0.000	7.63
251.1100	254.4800	0.442500	2954.0900	-3.1900	0.300	0.000	7.63
252.7400	256.1900	0.394600	2954.0900	-47.8900	0.300	0.000	7.63
254.3600	257.9100	0.389300	2954.0900	-5.3200	0.300	0.000	7.63
255.9500	259.6600	0.497800	2954.0900	108.5500	0.300	0.000	7.63
257.5300	261.4800	0.497800	2954.0900	0.0000	0.300	0.000	7.63
259.1000	263.2900	0.673400	2954.0900	175.6000	0.300	0.000	7.63
260.7200	265.1300	0.780900	2954.0900	107.4900	0.300	0.000	7.63
262.3100	266.9400	0.788400	2954.0900	7.4500	0.300	0.000	7.63
263.9300	268.7500	0.741500	2954.0900	-46.8300	0.300	0.000	7.63
265.5600	270.6100	0.690500	4102.1100	-51.0800	0.300	0.000	7.63
267.2600	272.4400	0.690500	4102.1100	0.0000	0.300	0.000	7.63
268.9500	274.2800	0.641500	4102.1100	-48.9500	0.300	0.000	7.63
270.6700	276.1100	0.577700	4102.1100	-63.8500	0.300	0.000	7.63
272.4000	277.9300	0.551100	4102.1100	-26.6100	0.300	0.000	7.63
274.2200	279.6800	0.574500	4102.1100	23.4100	0.300	0.000	7.63
276.0700	281.3000	0.701100	4102.1100	126.6400	0.300	0.000	7.63
277.9500	282.8500	0.701100	4102.1100	0.0000	0.300	0.000	7.63
279.8800	284.4300	0.907600	4102.1100	206.4600	0.300	0.000	7.63
281.8000	286.0200	0.989500	4102.1100	81.9500	0.300	0.000	7.63
283.6500	287.6000	0.926700	2833.7800	-62.7900	0.300	0.000	7.63
285.5100	289.1800	0.889500	2833.7800	-37.2500	0.300	0.000	7.63
287.3200	290.7700	0.900100	2833.7800	10.6400	0.300	0.000	7.63
289.1200	292.4900	0.900100	2833.7800	0.0000	0.300	0.000	7.63
290.8500	294.3000	0.823500	2833.7800	-76.6200	0.300	0.000	7.63
292.6100	296.2500	0.667100	2833.7800	-156.4400	0.300	0.000	7.63
294.3200	298.3500	0.556400	2833.7800	-110.6800	0.300	0.000	7.63
296.0400	300.4800	0.526600	2833.7800	-29.8000	0.300	0.000	7.63
297.7700	302.6800	0.518100	2833.7800	-8.5100	0.300	0.000	7.63
299.4900	304.8500	0.518100	2833.7800	0.0000	0.300	0.000	7.63
301.2200	307.0000	0.486100	2393.2500	-31.9300	0.300	0.000	7.63
302.9600	309.1600	0.389300	2393.2500	-96.8400	0.300	0.000	7.63
304.6900	311.2900	0.304200	2393.2500	-85.1400	0.300	0.000	7.63
306.4400	313.3800	0.352000	2393.2500	47.8900	0.300	0.000	7.63
308.2200	315.3600	0.569100	2393.2500	217.1000	0.300	0.000	7.63
310.0500	317.2500	0.569100	2393.2500	0.0000	0.300	0.000	7.63
311.8300	319.0900	0.850100	2393.2500	280.9600	0.300	0.000	7.63
313.6000	320.9000	0.993800	2393.2500	143.6700	0.300	0.000	7.63
315.3200	322.6400	0.953300	2393.2500	-40.4400	0.300	0.000	7.63
317.0700	324.3100	0.829900	2567.4300	-123.4500	0.300	0.000	7.63
318.8700	325.9300	0.829900	2567.4300	0.0000	0.300	0.000	7.63
320.6400	327.5000	0.701100	2567.4300	-128.7700	0.300	0.000	7.63
322.4400	329.0200	0.657500	2567.4300	-43.6300	0.300	0.000	7.63
324.2300	330.4900	0.739400	2567.4300	81.9500	0.300	0.000	7.63
326.0100	331.9500	0.811800	2567.4300	72.3700	0.300	0.000	7.63
327.8200	333.4300	0.700000	2567.4300	-111.7400	0.300	0.000	7.63
329.6400	335.0200	0.700000	2567.4300	0.0000	0.300	0.000	7.63
331.3900	336.8000	0.453100	2567.4300	-246.9000	0.300	0.000	7.63
333.1300	338.6700	0.375500	2567.4300	-77.6900	0.300	0.000	7.63
334.8600	340.6400	0.454200	2471.0600	78.7500	0.300	0.000	7.63
336.6200	342.7000	0.473400	2471.0600	19.1600	0.300	0.000	7.63
338.3500	344.8100	0.425500	2471.0600	-47.8900	0.300	0.000	7.63
340.1100	346.9300	0.425500	2471.0600	0.0000	0.300	0.000	7.63
341.9200	348.9400	0.444600	2471.0600	19.1600	0.300	0.000	7.63
343.7400	350.8800	0.603200	2471.0600	158.5700	0.300	0.000	7.63
345.5300	352.7300	0.730900	2471.0600	127.7100	0.300	0.000	7.63
347.3100	354.5600	0.773500	2471.0600	42.5700	0.300	0.000	7.63
349.1200	356.3600	0.792600	2471.0600	19.1600	0.300	0.000	7.63
350.9700	358.1700	0.792600	2471.0600	0.0000	0.300	0.000	7.63
352.8300	359.9900	0.766000	2850.5400	-26.6100	0.300	0.000	7.63
354.7400	361.8200	0.697900	2850.5400	-68.1100	0.300	0.000	7.63
356.7000	363.6600	0.702200	2850.5400	4.2600	0.300	0.000	7.63
358.6900	365.5100	0.745800	2850.5400	43.6300	0.300	0.000	7.63
360.7900	367.4300	0.701100	2850.5400	-44.7000	0.300	0.000	7.63
362.9400	369.3800	0.701100	2850.5400	0.0000	0.300	0.000	7.63
365.1100	371.3600	0.572300	2850.5400	-128.7700	0.300	0.000	7.63
367.2500	373.2100	0.436100	2850.5400	-136.2200	0.300	0.000	7.63
369.3000	375.0400	0.406300	2850.5400	-29.8000	0.300	0.000	7.63
371.2400	376.9600	0.396700	2055.0700	-9.5800	0.300	0.000	7.63
373.1500	379.1100	0.311600	2055.0700	-85.1400	0.300	0.000	7.63
375.0600	381.4700	0.311600	2055.0700	0.0000	0.300	0.000	7.63
377.0000	383.9400	0.204100	2055.0700	-107.4900	0.300	0.000	7.63
378.8700	386.3300	0.140300	2055.0700	-63.8500	0.300	0.000	7.63
380.7300	388.7400	0.146600	2055.0700	6.3900	0.300	0.000	7.63
382.5400	391.0800	0.237100	2055.0700	90.4600	0.300	0.000	7.63
384.4000	393.3100	0.489300	2055.0700	252.2200	0.300	0.000	7.63
386.2900	395.3900	0.489300	2055.0700	0.0000	0.300	0.000	7.63
388.2300	397.3400	0.868200	2055.0700	378.8600	0.300	0.000	7.63
390.1400	399.2500	1.064000	3719.0400	195.8200	0.300	0.000	7.63
392.0900	401.1700	0.901200	3719.0400	-162.8300	0.300	0.000	7.63
394.0700	403.0600	0.586200	3719.0400	-315.0100	0.300	0.000	7.63
396.0200	404.9800	0.397800	3719.0400	-188.3700	0.300	0.000	7.63
397.9800	406.8700	0.397800	3719.0400	0.0000	0.300	0.000	7.63
399.9100	408.8100	0.405300	3719.0400	7.4500	0.300	0.000	7.63
401.8100	410.6600	0.426500	3719.0400	21.2800	0.300	0.000	7.63
403.7400	412.4400	0.332900	3719.0400	-93.6500	0.300	0.000	7.63
405.7100	414.1300	0.285000	3719.0400	-47.8900	0.300	0.000	7.63
407.6900	415.7900	0.396700	1408.0400	111.7400	0.300	0.000	7.63
409.6600	417.4600	0.396700	1408.0400	0.0000	0.300	0.000	7.63
411.6200	419.2600	0.502100	1408.0400	105.3600	0.300	0.000	7.63
413.5300	421.2700	0.473400	1408.0400	-28.7300	0.300	0.000	7.63
415.5100	423.4200	0.389300	1408.0400	-84.0700	0.300	0.000	7.63
417.4600	425.7000	0.377600	1408.0400	-11.7100	0.300	0.000	7.63
419.3400	427.9700	0.539300	1408.0400	161.7600	0.300	0.000	7.63
421.1500	430.2400	0.539300	1408.0400	0.0000	0.300	0.000	7.63
423.0000	432.5200	0.676600	1408.0400	137.2800	0.300	0.000	7.63
